idcode,date,wordcount,author,title
uiuo.ark:/13960/t01z4gh18,1865,55767,"Byron, Henry J.",Paid in full
uiuo.ark:/13960/t7dr3gh53,1865,66490,"Saunders, John,","One against the world; or, Reuben's war. A novel in three volumes"
uiuo.ark:/13960/t2697q89k,1865,106565,"Oliphant,",Agnes
nyp.33433076023674,1865,96442,"Holmes, Mary Jane,",The English orphans
nyp.33433074970637,1865,53025,"Charles, Elizabeth Rundle,","The two vocations; or, The sisters of mercy at home;"
uiuo.ark:/13960/t9474r030,1865,46451,<blank>,The Curate of Sadbrooke
njp.32101068164027,1865,64269,<blank>,"Luke Darrell, the Chicago newsboy"
mdp.39076002583644,1865,21848,<blank>,"The golden ringlet, or, Lizzie dies to-night"
njp.32101067707818,1865,53870,"Bellew, John Chippendall Montesquieu,",Blount Tempest
uc1.32106005430803,1865,254045,"Trollope, Anthony,",The small house at Allington
uiuo.ark:/13960/t9x06kd48,1865,53574,"Clayton, Ellen C.",Cruel fortune
uiuo.ark:/13960/t11n8qr10,1865,45546,"Combermere,",Shattered idols
nyp.33433074923529,1865,84724,"Charles, Elizabeth Rundle,",The martyrs of Spain
uiuo.ark:/13960/t7vm4wc4t,1865,45779,"Combermere,",Shattered idols
uiuo.ark:/13960/t47p9jw0n,1865,106217,"Oliphant,",Agnes
mdp.39015038912021,1865,322211,<blank>,"The trial of the assassins and conspirators at Washington city, D.C., May and June, 1865"
uc1.b4102503,1865,82226,<blank>,Joe Miller's jests
uc2.ark:/13960/t9f47hp8c,1865,120958,"Roe, A. S.",Looking around
uc2.ark:/13960/t6xw4918b,1865,11769,"Davis, Caroline E. Kelly.",Franky's work
nyp.33433076053085,1865,95018,"Pierson, B. A.,","Lillian, or, The battle of life"
nyp.33433075761472,1865,149213,"Farnham, Eliza Woodson Burhans,",The ideal attained;
uc2.ark:/13960/t9m32r093,1865,175813,"Thomas, Annie,",On guard
uiuo.ark:/13960/t6251wd9n,1865,53647,"Bellew, John Chippendall Montesquieu,",Blount Tempest
nyp.33433076076466,1865,35816,"Haven, Alice B.","Patient waiting no loss; or, The two Christmas days"
uiuo.ark:/13960/t09w0qz2r,1865,46257,"Armstrong, F. C.",The naval lieutenant
nyp.33433076088453,1865,107929,"Harris, Miriam Coles,",St. Philip's
uc2.ark:/13960/t9h41kf8d,1865,78508,"Adams, William Taylor,",The young lieutenant;
nnc1.cu58326618,1865,137500,"McKeever, Harriet B.",Woodcliff
nyp.33433082529821,1865,78039,"Adams, William Taylor,",The young lieutenant;
njp.32101072899568,1865,165091,<blank>,"Modern classics, containing The man without a country"
uc1.b3579200,1865,222592,"Lever, Charles James,",Luttrell of Arran
nyp.33433074902523,1865,65229,"Macrae, David,","Dunvarlich; or, Round about the bush"
nyp.33433082289079,1865,41613,"Wise, Daniel,",Dick Duncan;
uiuo.ark:/13960/t6sx6zp73,1865,59013,"Yates, Edmund Hodgson,",Running the gauntlet
uiuo.ark:/13960/t9w099z3g,1865,44068,"Ainsworth, William Harrison,",The Spanish match
uc1.b3548180,1865,216176,"Trollope, Thomas Adolphus,",Lindisfarn Chase
loc.ark:/13960/t1jh43s7n,1865,181715,"Neal, Joseph C.",Neal's Charcoal sketches
njp.32101068179181,1865,108182,"Harris, Miriam Coles,",St. Philip's
njp.32101063604142,1865,57119,"Guernsey, Clara F.",The silver cup
uiuo.ark:/13960/t2891q545,1865,43427,"Tytler, Sarah,",Citoyenne Jacqueline;
uiuo.ark:/13960/t0jt09x58,1865,51291,"Stirling, Fanny,",Sedgely Court
nyp.33433074968748,1865,67290,"Drury, Anna H.",The brothers
uc2.ark:/13960/t6251hh3j,1865,81747,"Longstreet, Abby Buchanan.","Remy St. Remy, or, The boy in blue"
uiuo.ark:/13960/t2j681k9s,1865,55409,"Marryat, Florence,",Woman against woman
dul1.ark:/13960/t23b6n82d,1865,201290,"Oliphant,",A son of the soil
uiuo.ark:/13960/t58d0jb1c,1865,61894,"Saunders, John,","One against the world; or, Reuben's war. A novel in three volumes"
nyp.33433074867163,1865,151032,"Jenkin, C.",Once and again
nyp.33433074866157,1865,138268,"Jones, J. B.",Love and money
nyp.33433074877550,1866,215531,"Lever, Charles James,",Sir Brook Fossbrooke
nyp.33433074948369,1866,113265,"Brown, John,",Spare hours
uiuo.ark:/13960/t06w9wj8t,1866,57431,"Maughan, Janet.",The co-heiress
njp.32101067707305,1866,78556,"Blackmore, R. D.",Cradock Nowell
uiuo.ark:/13960/t5cc1np0k,1866,72474,"PLATT, William,",Angelo Lyons. A novel
nyp.33433074872270,1866,63020,"Hort, Alfred,","Hena; or, Life in Tahiti"
njp.32101067707297,1866,77741,"Blackmore, R. D.",Cradock Nowell
uiuo.ark:/13960/t2k651j5k,1866,51469,"Braddon, M. E.",The lady's mile
uc1.b3322257,1866,45796,"Austin, Alfred,",Won by a head
uiuo.ark:/13960/t8mc9d00r,1866,43385,"Harwood, John Berwick.",Plain John Orpington
wu.89087921417,1851,48200,"Arthur, T. S.","Woman's trials, or, Tales and sketches from the life around us"
nyp.33433082343561,1866,47891,"Greenwood, James.",The hatchet throwers
nc01.ark:/13960/t4qj7tr1v,1866,158314,"Cooke, John Esten,","Surry of Eagle's-nest; or, The memoirs of a staff-officer serving in Virginia"
uva.x000457503,1866,42863,"Manning, Anne,","Passages in the life of the Faire Gospeller, Mistress Anne Askew"
uiuo.ark:/13960/t6834d38n,1866,39497,"Payn, James,",Mirk Abbey
mdp.39015058006282,1866,35057,"Brown, John,","""With brains, sir"""
uiuo.ark:/13960/t8pc3nw52,1866,52736,"Yates, Edmund Hodgson,",Land at last
uiuo.ark:/13960/t7jq1mz7p,1866,44875,"Sheridan, Frederick.",Shot!
uiuo.ark:/13960/t5k93v851,1866,854334,"Viles, Edward.",Black Bess;
uiuo.ark:/13960/t9r219w9w,1866,81701,"Fitzgerald, Percy Hetherington,",The second Mrs. Tillotson
nyp.33433075860910,1866,107685,"Yonge, Charlotte M.",The dove in the eagle's nest
mdp.39015074251623,1866,121827,"Kingston, William Henry Giles,",Mark Seaworth
inu.39000005770586,1866,104426,"Laboulaye, Édouard,",Laboulaye's fairy book;
mdp.39015022197019,1866,44374,"Eden, Emily,",'Up the country.'
wu.89062348628,1866,42965,"Dodge, William Sumner.",A waif of the war;
mdp.39015065541016,1866,153986,"Sewell, Elizabeth Missing,",The experience of life
uiuo.ark:/13960/t3zs39k54,1866,41939,"Okeden, Fitzmaurice,",Felicia's dowry
dul1.ark:/13960/t5r792w66,1866,134517,"Gaskell, Elizabeth Cleghorn,",Wives and daughters
uiuo.ark:/13960/t7zk57n4h,1866,42913,"Dodge, William Sumner.",A waif of the war;
njp.32101025940659,1866,80046,"Wiley, C. H.","Roanoke, or, ""Where is Utopia?"""
nyp.33433076074123,1866,110014,Maria,Bessie and Raymond;
uiuo.ark:/13960/t7pn9gh3v,1866,47630,"Gifford, George,",King's baynard
uiuo.ark:/13960/t5m90w577,1866,760597,"Viles, Edward.",Blueskin
uc1.b3332124,1866,249489,"Thackeray, Wiiliam Makepeace,",The adventures of Philip on his way through the world
mdp.39015022460102,1866,168027,"Foster, John,",The life and correspondence of John Foster
nyp.33433075761100,1866,108174,"Farrar, F. W.",Julian Home
uc2.ark:/13960/t1wd3sq48,1866,18304,"Holyoke, Hetty.",Blanche and her friends
uiuo.ark:/13960/t7zk5t18d,1866,66251,"Neil, Ross,",Carleton Grange
nc01.ark:/13960/t51g1483c,1865,48755,"Castlemon, Harry,",Frank before Vicksburg
uiuo.ark:/13960/t4sj2480j,1866,47796,"Stretton, Julia Cecilia,",Lords and ladies
mdp.39015078570556,1866,52254,<blank>,"The Prairie Crusoe; or, Adventures in the far West"
uc1.b4107427,1866,274346,"Gaskell, Elizabeth Cleghorn,",Wives and daughters
nnc1.1002295628,1866,52335,"Trowbridge, J. T.",The old battle-ground
njp.32101067176246,1866,141557,"Simms, William Gilmore,",Charlemont
uiuo.ark:/13960/t7vm4sm4q,1866,44950,"Maughan, Janet.",The man of mark
njp.32101065863738,1866,36315,"Manning, Anne,","The maiden & married life of Mary Powell, afterwards Mistress Milton"
uc2.ark:/13960/t72v2cv5w,1866,168650,"Harris, Miriam Coles,",Rutledge
mdp.39015009294888,1866,302836,"Disraeli, Benjamin,",The novels & tales of the Right Hon. B. Disraeli
uc2.ark:/13960/t79s1nb24,1867,10922,"Hilbourne, Charlotte S.","Alice Waters, or"
uc2.ark:/13960/t7dr2v73q,1867,108213,"Ouida,",Randolph Gordon and other stories
nyp.33433070305903,1867,103066,"Howells, William Dean,",Venetian life
nyp.33433069349615,1867,138182,"Kennedy, Patrick,",The banks of the Boro
uiuo.ark:/13960/t3zs3dq8m,1867,50676,"Wood, Kate,",Sir Cyrus of Stonycleft
nyp.33433082529607,1867,79678,"Optic, Oliver,","Outward bound, or, Young America afloat"
uc2.ark:/13960/t83j3g710,1867,93402,"Clark, George Edward.",Seven years of a sailor's life
uiuo.ark:/13960/t4qj7sm81,1867,50392,"Fitzgerald, Percy Hetherington,",Seventy-five Brooke Street
nc01.ark:/13960/t3mw2v80v,1867,175158,"De Forest, John William,",Miss Ravenel's conversion from secession to loyalty
uc2.ark:/13960/t2f766k1n,1867,88472,"Gilmore, James R.",On the border
uc1.b4104130,1867,58370,"Thackeray, William Makepeace,",Denis Duval
uiuo.ark:/13960/t07w72b8r,1867,48830,"Yates, Edmund Hodgson,",The forlorn hope
njp.32101068178852,1867,43525,"Hatton, Joseph,",The Tallants of Barton;
nyp.33433076046451,1867,63137,"Whitney, A. D. T.",A summer in Leslie Goldthwaite's life
uc2.ark:/13960/t4rj4g518,1867,86770,"Jerrold, Douglas William,",The story of a feather
uiuo.ark:/13960/t6251xm88,1867,35634,"Clarke, Charles.",The flying scud
uc1.b3321961,1867,49871,"Broughton, Rhoda,",Cometh up as a flower
nyp.33433075749626,1867,84853,"Payn, James,",Carlyon's year
nyp.33433074865332,1867,139013,"Jolly, Emily.",Caste
uc2.ark:/13960/t9377750d,1867,79856,"Howells, William Dean,",Italian journeys
nyp.33433034410898,1867,189540,"Alexander,",Which shall it be?
njp.32101068177722,1867,50644,"De Lesdernier, Emily Pierpont.",Hortense
uiuo.ark:/13960/t45q5ff94,1867,67540,Royalist.,The loyalist's daughter
uc2.ark:/13960/t4fn12h4b,1867,41259,"Otis, Belle.",The diary of a milliner
nyp.33433074872825,1867,153517,"Lawrence, George A.","Sans merci; or, Kestrels and falcons"
uiuo.ark:/13960/t3514nj02,1867,53651,<blank>,Tom Marchmont
nyp.33433082546270,1867,29742,<blank>,"The last shilling; or, The selfish child"
uc2.ark:/13960/t1zc7vj73,1867,145513,"Mühlbach, L.",Henry VIII. and his court;
nyp.33433074811922,1867,20457,<blank>,"Charlie Scott; or, There's time enough"
wu.89098008048,1867,78765,"Seemüller, Anne Moncure Crane,",Opportunity
nyp.33433074954052,1867,354879,"Dickens, Charles,",Dombey and son
nyp.33433082529631,1867,48252,"Adams, William T.","Watch and wait; or, The young fugitives"
uc2.ark:/13960/t3rv0pd35,1867,44565,"Malet, Hugh Poyntz.",Lost links in the Indian mutiny
uc2.ark:/13960/t9474914j,1867,71636,"Ludlow, Fitz Hugh,",Little brother;
uc1.b3322408,1867,157899,"Holmes, Mary Jane,",The Cameron pride
uiuo.ark:/13960/t8tb1q19r,1867,51733,"O'Meara, Kathleen,",A woman's trials
uiuo.ark:/13960/t2b85xs8f,1867,52244,"Austin, Alfred,",Jessie's expiation
uiuo.ark:/13960/t46q2m09j,1867,51161,"Lee, Holme,",Mr. Wynyard's ward
uc2.ark:/13960/t7xk85h2r,1867,45907,"Fuller, Jane Gay.",The Brownings
nyp.33433074970603,1867,130983,"Charles, Elizabeth Rundle,",On both sides of the sea
uiuo.ark:/13960/t61553q20,1867,67921,Royalist.,The loyalist's daughter
uva.x002031229,1867,10528,<blank>,"Little Annie's second book, chiefly in words of one syllable"
uiuo.ark:/13960/t57d3d913,1867,24880,"Macleod, Norman,",The starling
uc1.b3321947,1867,47800,"Clarke, Charles.",The Beauclercs
njp.32101068141397,1867,69811,"Lemon, Mark,","Leyton Hall, and other tales"
uiuo.ark:/13960/t79s29c1b,1867,56239,"Braddon, M. E.",Birds of prey
inu.39000003451189,1867,135427,"Craik, Dinah Maria Mulock,",Domestic stories
njp.32101065640151,1867,42856,"Scharling, C. Henrik",Nöddebo parsonage;
uc2.ark:/13960/t70v8gg9s,1867,93281,"Reid, Mayne,","Afloat in the forest, or, A voyage among the tree-tops"
nyp.33433082248505,1867,81198,"Austin, Jane G.",Outpost
nyp.33433075739874,1868,164222,"Mühlbach, L.",Frederick the Great and his court
nc01.ark:/13960/t5w66wr25,1868,133444,"Hayward, William Stephens.",The black angel
uiuo.ark:/13960/t6154ht2x,1868,89059,"Auerbach, Berthold,",On the heights
uc1.b3123855,1868,62381,"Houstoun,",Sink or swim?
uc1.b3586792,1868,195133,"Ring, Max,",John Milton and his times
nyp.33433074895081,1868,83050,"Marshall, Emma,","Violet Douglas; or, The problems of life"
nyp.33433081965216,1868,52988,"Witt,",A French country family
uiuo.ark:/13960/t05x3075b,1868,58941,"Trollope, Thomas Adolphus,",Leonora Casaloni
uc2.ark:/13960/t11n8145k,1868,53223,"Adams, William Taylor,",Freaks of fortune
uc2.ark:/13960/t5r78754h,1868,58904,"Hawthorne, Julian,","Section 558, or, The fatal letter"
uiuo.ark:/13960/t19k4r620,1868,53521,"Hardy, Iza Duffus.",A hero's work
uiuo.ark:/13960/t2c82nv48,1868,47639,"Eiloart,",Meg
njp.32101064753849,1868,121641,"Warner, Susan,",Daisy
uiuo.ark:/13960/t6349580t,1868,68020,"Marryat, Florence,",Nelly Brooke
yale.39002006548433,1868,131193,"McCabe, James Dabney,",The life and public services of Horatio Seymour
nnc1.cr60100028,1868,115796,"Mayo, Isabella Fyvie,",The occupations of a retired life
uc2.ark:/13960/t95719m5t,1868,106303,"Lee, Margaret,","Dr. Wilmer's love; or, A question of conscience"
nyp.33433082529565,1867,54533,"Optic, Oliver,","Seek and find, or, The adventures of a smart boy"
nyp.33433076022510,1868,127814,"Stephens, Ann S.",Mabel's mistake
uiuo.ark:/13960/t2z32j87d,1868,63256,"Collins, Wilkie,",The moonstone
uiuo.ark:/13960/t5k93js2k,1868,45514,"Ellis, Sarah Stickney,",Northern roses
uc2.ark:/13960/t9k35q170,1868,17938,"Sauvage, Elie,",The little gypsy
uiuo.ark:/13960/t2r50508t,1868,63553,"MacDonald, George,",Robert Falconer
mdp.39015078572727,1868,35180,"Campe, Joachim Heinrich,","J.W.L.F. Ippel's History of Robinson Crusoe, abridged for the use of schools and private students"
nyp.33433074968995,1868,169166,"Norton, Caroline Sheridan,",Old Sir Douglas
uc2.ark:/13960/t7gq6s12h,1868,11982,"Leslie, Madeline,",Bertie and the gardeners
uc2.ark:/13960/t6154fh03,1868,85466,"Welty, E. A.,","Self-made; or, Living for those we love"
uc2.ark:/13960/t9n29v952,1868,148200,"Tytler, Sarah,",The Huguenot family
uiuo.ark:/13960/t11n8rd5v,1868,42909,"Tabor, Eliza.",Jeanie's quiet life
uc2.ark:/13960/t01z41t0f,1868,37962,"Pomeroy, Mark M.",Nonsense
nyp.33433076039035,1868,176825,"Simms, William Gilmore,","The scout; or, The black riders of Congaree"
uiuo.ark:/13960/t7kp8kh34,1868,66958,"Kavanagh, Julia,",Dora
nyp.33433075753693,1868,62301,"Strickland, Agnes,",Tales from English history for children
uc1.b614819,1868,98506,"Rau, Heribert,",Mozart;
uc2.ark:/13960/t6xw48f6b,1868,47726,"Pike, Frances West Atherton,",Striving and gaining
uiuo.ark:/13960/t98635n8d,1868,40926,"Tabor, Eliza.",Jeanie's quiet life
uc2.ark:/13960/t3rv0gw5x,1868,129357,"Mühlbach, L.",Old Fritz and the new era
njp.32101068168473,1868,54886,"Hibbert-Ware,",Dr. Harcourt's assistant;
uva.x000835695,1868,265005,"Reade, Charles,",Hard Cash
uiuo.ark:/13960/t2988m284,1868,47065,"Ellis, Sarah Stickney,",Northern roses
nyp.33433034411227,1868,181052,"Tautphoeus, Jemima Montgomery,",The initials
wu.89098012461,1868,14226,"Bradford, Sarah H.",Tales for little convalescents
njp.32101066457407,1868,51928,"Collins, Mortimer,",Sweet Anne Page
loc.ark:/13960/t54f2bp17,1868,32372,"Pomeroy, Mark M.",Sense
wu.89098020555,1868,67648,"Dickinson, Anna E.",What answer?
uc2.ark:/13960/t26974z43,1868,64452,"Reuter, Fritz,",In the year '13;
njp.32101068971728,1868,46550,"Kimball, Richard B.",Henry Powers (Banker.)
njp.32101066385251,1859,141537,"Cooper, James Fenimore,",The bravo
uc2.ark:/13960/t24b33v4j,1868,110835,"Rau, Heribert,",Mozart;
mdp.39015008191382,1868,111132,"Hughes, Thomas,",Tom Brown's school days
uiuo.ark:/13960/t3cz3kz69,1869,41665,"Gibbon, Charles,",Robin Gray
uc1.b269249,1869,46354,"Woods, Caroline H.",Woman in prison
nyp.33433075819635,1869,146548,"Blaze de Bury, Marie,",Love the avenger
uc2.ark:/13960/t5j961z1z,1869,57368,<blank>,The story of Cyril Rivers and what he learned at college
mdp.39015078576033,1869,597970,"St. John, Percy B.",The rival Crusoes
uc2.ark:/13960/t3qv3cr47,1869,49674,"Castlemon, Harry,",Frank on the prairie
dul1.ark:/13960/t9w09t45w,1869,87689,"Wood, George,",The gates wide open;
mdp.39015065610225,1869,53432,"Kellogg, Elijah,",Lion Ben of Elm Island
uc1.b3327515,1869,77858,"Washburn, William Tucker,",Fair Harvard
uc1.b3550118,1869,157204,"Dickens, Charles,",Christmas books
uiuo.ark:/13960/t1wd4h418,1869,41097,"Newby, C. J.,",Married
uiuo.ark:/13960/t6sx6z33j,1869,70847,"Thornbury, Walter,",The vicar's courtship
uc2.ark:/13960/t6251mz24,1869,52018,"Whyte-Melville, G. J.",M. or N
uc2.ark:/13960/t3cz32p13,1869,103569,"Goodwin, H. B.",Dr. Howell's family
uc2.ark:/13960/t45q4sc0n,1869,38654,Skimble Skamble.,Fairy tales
nc01.ark:/13960/t66405s6z,1869,7417,"Ives, Cora Semmes,",The princess of the moon
uiuo.ark:/13960/t5db8dp09,1869,49146,"Gifford, George,",Trials of an heiress
njp.32101067632180,1869,89562,"Davis, Andrew Jackson,","Tale of a physician, or, The seeds and fruits of crime"
uiuo.ark:/13960/t0bv7vc5v,1869,51904,"Fullom, S. W.",Down in Devon
njp.32101068140407,1869,47347,"Higginson, Thomas Wentworth,",Malbone
nyp.33433082419205,1869,15646,<blank>,Chronicles of four little Christmas stockings
nnc1.0114190303,1869,54330,"Kenealy, Edward Vaughan,",Edward Wortley Montagu
nc01.ark:/13960/t08w3v78q,1869,89494,"Hill, A. F.",John Smith's funny adventures on a crutch
uc2.ark:/13960/t39z93c33,1869,39623,"Bjørnson, Bjørnstjerne,",Arne;
uc1.b3579177,1869,40108,"Le Fanu, Joseph Sheridan,",The Wyvern mystery
mdp.39015063525300,1869,89151,"Carleton, William,",Tubber Derg;
uiuo.ark:/13960/t4zg79m6r,1869,51088,"McCarthy, Justin,",My enemy's daughter
njp.32101068392180,1869,27820,"Marlitt, E.",Over yonder;
uiuo.ark:/13960/t9p277n26,1869,77114,"Ouida,",Tricotrin
mdp.39015065553235,1869,165673,"Whitney, A. D. T.",Hitherto
uiuo.ark:/13960/t8ff4d691,1869,70894,"Robertson, Anne J.",Society in a garrison town
uiuo.ark:/13960/t1fj34h04,1869,38004,"Woodgate, Walter Bradford,","The O.V.H., or, How Mr. Blake became an M.F.H"
uiuo.ark:/13960/t57d3cx65,1869,58947,"Marryat, Florence,",Véronique
njp.32101064632746,1869,66177,"Sikes, Wirt,",One poor girl
uc1.b3326039,1869,52484,"Smart, Hawley,",Breezie Langton;
uc2.ark:/13960/t9d50hv5j,1869,59561,"Matthews, Joanna Hooe,",Bessie at school
nyp.33433082548342,1869,23647,"Griswold, F. Burge",May
uc1.32106005496531,1869,47369,"Higginson, Thomas Wentworth,",Malbone
njp.32101064283623,1869,80028,"Trowbridge, J. T.",The Three scouts
uc1.b3548454,1869,38793,"Greenwood, James,",Legends of savage life
nyp.33433074949375,1869,179950,"Craik, Dinah Maria Mulock,","John Halifax, gentleman"
njp.32101068971843,1869,50457,"Kingsley, Henry,",Stretton
nyp.33433074871777,1869,74395,"Kenealy, Edward Vaughan,",Edward Wortley Montagu
uc2.ark:/13960/t5q81d957,1869,43881,"Jerrold, Blanchard,",Cent per cent
nyp.33433076052848,1869,167496,"Thackeray, William Makepeace,",The works of William Makepeace Thackeray
njp.32101068169414,1869,64155,"Fullerton, Georgiana,",Mrs. Gerald's niece
uc2.ark:/13960/t7wm17r5j,1869,157240,"Reade, Charles,",Foul play
njp.32101067708360,1869,127549,Berriedale.,Unforgiven
uc1.b3324281,1869,42040,"Warren, John Byrne Leicester,",Ropes of sand
nnc1.1002197847,1869,112020,"Newby, C. J.,",Kate Kennedy
uiuo.ark:/13960/t2h70qm05,1870,40375,"Cecil, Langford.","Fenacre grange, a novel"
uc1.b248058,1870,48401,"Kirk, Eleanor,","Up Broadway, and its sequel"
mdp.39015078569863,1870,87504,"Ballantyne, R. M.",The dog Crusoe
uiuo.ark:/13960/t0ht30x6v,1870,35787,Author of No appeal.,Gerald Hastings of Barton
uc1.b3327122,1870,93333,"Ross,","The wreck of the White Bear, East Indiaman"
nyp.33433008143467,1870,16767,"Stretton, Hesba,",Nelly's dark days
uc2.ark:/13960/t72v2fs3v,1870,76429,"Mühlbach, L.",Queen Hortense
